Feature_A,Feature_B,Correlation,Abs_Correlation
Fwd Pkts/s,Init Bwd Win Byts,-0.07311306375174263,0.07311306375174263
Fwd Pkt Len Max,Bwd IAT Mean,0.07301188696956257,0.07301188696956257
Fwd Pkt Len Min,SYN Flag Cnt,-0.07297881549206417,0.07297881549206417
Fwd Pkt Len Min,Fwd PSH Flags,-0.07297881549206417,0.07297881549206417
URG Flag Cnt,Init Fwd Win Byts,-0.07271961709679929,0.07271961709679929
Pkt Size Avg,Idle Mean,0.07271568415636467,0.07271568415636467
Fwd IAT Mean,Pkt Len Var,-0.07269582426797018,0.07269582426797018
Active Min,Src Port,-0.07238901731727646,0.07238901731727646
Dst Port,Flow IAT Min,0.07196291128324554,0.07196291128324554
Flow Pkts/s,Fwd IAT Max,-0.07176943097395187,0.07176943097395187
Down/Up Ratio,Idle Min,-0.07138342334276278,0.07138342334276278
Active Max,Idle Max,0.07116953133252936,0.07116953133252936
Flow Duration,URG Flag Cnt,-0.07095911374355274,0.07095911374355274
Fwd PSH Flags,Pkt Size Avg,-0.07092543896924361,0.07092543896924361
SYN Flag Cnt,Pkt Size Avg,-0.07092543896924361,0.07092543896924361
Bwd IAT Max,Fwd Seg Size Min,0.07075249834965062,0.07075249834965062
Bwd Pkts/s,Init Bwd Win Byts,-0.07054937364477183,0.07054937364477183
Flow Duration,Fwd Pkts/s,-0.07038904052353942,0.07038904052353942
Flow Duration,Bwd Pkts/s,-0.07002960945179414,0.07002960945179414
Flow Pkts/s,Fwd PSH Flags,0.0696071656855375,0.0696071656855375
Flow Pkts/s,SYN Flag Cnt,0.0696071656855375,0.0696071656855375
Fwd PSH Flags,Pkt Len Mean,-0.06957651230980749,0.06957651230980749
Pkt Len Mean,SYN Flag Cnt,-0.06957651230980748,0.06957651230980748
Bwd IAT Max,Bwd Header Len,0.06946676315332448,0.06946676315332448
Fwd IAT Tot,URG Flag Cnt,-0.06942376803304745,0.06942376803304745
Fwd URG Flags,URG Flag Cnt,0.06902888619746278,0.06902888619746278
URG Flag Cnt,CWE Flag Count,0.06902888619746277,0.06902888619746277
Down/Up Ratio,Idle Mean,-0.06895525582970699,0.06895525582970699
Fwd IAT Tot,Fwd Pkts/s,-0.06888070956273512,0.06888070956273512
Dst Port,Fwd IAT Min,0.06858198473104735,0.06858198473104735
Fwd IAT Tot,Bwd Pkts/s,-0.06852927077648673,0.06852927077648673
Bwd IAT Max,Subflow Bwd Pkts,0.06770879355619074,0.06770879355619074
Tot Bwd Pkts,Bwd IAT Max,0.06770879355619074,0.06770879355619074
Protocol,Pkt Len Mean,-0.06755796233938187,0.06755796233938187
Fwd URG Flags,SYN Flag Cnt,0.06730985575580971,0.06730985575580971
Fwd PSH Flags,CWE Flag Count,0.06730985575580971,0.06730985575580971
SYN Flag Cnt,CWE Flag Count,0.06730985575580971,0.06730985575580971
Fwd PSH Flags,Fwd URG Flags,0.06730985575580971,0.06730985575580971
Flow IAT Std,Active Max,0.06708346207301515,0.06708346207301515
TotLen Bwd Pkts,Pkt Len Std,0.06665973118033955,0.06665973118033955
Pkt Len Std,Subflow Bwd Byts,0.06665935172396253,0.06665935172396253
Fwd IAT Mean,Bwd IAT Tot,0.06636475027301013,0.06636475027301013
Pkt Len Min,Fwd Seg Size Avg,0.06621610320988776,0.06621610320988776
Fwd Pkt Len Mean,Pkt Len Min,0.06621610320988776,0.06621610320988776
Down/Up Ratio,Idle Max,-0.0662080515138663,0.0662080515138663
Active Mean,Idle Max,0.06527229273108592,0.06527229273108592
Flow IAT Max,Fwd Seg Size Avg,-0.06494777821637387,0.06494777821637387
Fwd Pkt Len Mean,Flow IAT Max,-0.06494777821637387,0.06494777821637387
Fwd IAT Std,Src Port,0.06409878443794569,0.06409878443794569
Pkt Len Mean,Init Fwd Win Byts,0.06388520714149772,0.06388520714149772
Flow IAT Min,Bwd IAT Tot,-0.06380489805861325,0.06380489805861325
Fwd Pkt Len Std,Fwd PSH Flags,-0.0637435826262687,0.0637435826262687
Fwd Pkt Len Std,SYN Flag Cnt,-0.0637435826262687,0.0637435826262687
Flow IAT Max,Fwd Pkts/s,-0.06372059513408745,0.06372059513408745
Flow IAT Max,Bwd Pkts/s,-0.0633920712000698,0.0633920712000698
Fwd IAT Std,Active Max,0.06326674954042145,0.06326674954042145
Bwd IAT Mean,Pkt Size Avg,0.06323249692082515,0.06323249692082515
Fwd Pkt Len Mean,Fwd IAT Max,-0.06319117730633105,0.06319117730633105
Fwd IAT Max,Fwd Seg Size Avg,-0.06319117730633105,0.06319117730633105
Fwd IAT Tot,Down/Up Ratio,-0.06289677850073841,0.06289677850073841
Flow Pkts/s,Idle Max,-0.06281203419361653,0.06281203419361653
Bwd Pkt Len Min,Bwd IAT Min,0.06266346867273265,0.06266346867273265
Fwd Pkt Len Min,Bwd Pkts/s,-0.06260873165048336,0.06260873165048336
Dst Port,Flow IAT Mean,0.06233412044964502,0.06233412044964502
Flow Pkts/s,Idle Mean,-0.06212401269326308,0.06212401269326308
Fwd IAT Max,Fwd Pkts/s,-0.062016483261307126,0.062016483261307126
Pkt Size Avg,Idle Min,0.06191211999327064,0.06191211999327064
Fwd IAT Max,Bwd Pkts/s,-0.06169702073825685,0.06169702073825685
Flow IAT Max,Active Max,0.06151267135236206,0.06151267135236206
Flow Duration,TotLen Bwd Pkts,0.06145546423088644,0.06145546423088644
Flow Duration,Subflow Bwd Byts,0.06145489501488174,0.06145489501488174
Protocol,Fwd Seg Size Avg,-0.06136893747414696,0.06136893747414696
Protocol,Fwd Pkt Len Mean,-0.06136893747414696,0.06136893747414696
Protocol,Active Min,-0.06082804671910618,0.06082804671910618
Flow Pkts/s,Idle Min,-0.06077409610690525,0.06077409610690525
Init Bwd Win Byts,Src Port,0.060441584791706256,0.060441584791706256
Flow Pkts/s,Bwd IAT Tot,-0.06043916360563228,0.06043916360563228
Bwd IAT Min,ACK Flag Cnt,0.060078103500772466,0.060078103500772466
Fwd IAT Max,Active Max,0.059320661365816936,0.059320661365816936
Flow Pkts/s,ACK Flag Cnt,0.05909174515852752,0.05909174515852752
Flow Pkts/s,FIN Flag Cnt,0.058916160707082194,0.058916160707082194
Flow IAT Std,Active Mean,0.05887821226155499,0.05887821226155499
Fwd Pkt Len Mean,FIN Flag Cnt,-0.05855321684469887,0.05855321684469887
FIN Flag Cnt,Fwd Seg Size Avg,-0.05855321684469885,0.05855321684469885
SYN Flag Cnt,Fwd Seg Size Min,0.058454317732541526,0.058454317732541526
Fwd PSH Flags,Fwd Seg Size Min,0.058454317732541526,0.058454317732541526
Flow IAT Std,Flow IAT Min,-0.05820090097990543,0.05820090097990543
Fwd Pkt Len Mean,Fwd PSH Flags,-0.05812159902165355,0.05812159902165355
Fwd Pkt Len Mean,SYN Flag Cnt,-0.05812159902165355,0.05812159902165355
Fwd PSH Flags,Fwd Seg Size Avg,-0.058121599021653536,0.058121599021653536
SYN Flag Cnt,Fwd Seg Size Avg,-0.058121599021653536,0.058121599021653536
Flow IAT Max,URG Flag Cnt,-0.058086755949884446,0.058086755949884446
FIN Flag Cnt,PSH Flag Cnt,-0.058036331944243444,0.058036331944243444
FIN Flag Cnt,Pkt Size Avg,-0.05789059599442437,0.05789059599442437
Fwd IAT Min,Bwd IAT Min,0.05738016574706541,0.05738016574706541
Dst Port,Pkt Len Max,-0.05718173291483917,0.05718173291483917
Active Std,Idle Max,0.057143769101465965,0.057143769101465965
Fwd Seg Size Avg,Idle Std,0.056918422657064226,0.056918422657064226
Fwd Pkt Len Mean,Idle Std,0.056918422657064226,0.056918422657064226
Flow Pkts/s,Flow IAT Std,-0.0568779342512906,0.0568779342512906
Flow IAT Max,Active Mean,0.05676979802169882,0.05676979802169882
Flow IAT Min,Fwd IAT Std,-0.056633641356643484,0.056633641356643484
Fwd IAT Std,Fwd IAT Min,-0.056489385270262364,0.056489385270262364
Fwd IAT Max,URG Flag Cnt,-0.05643070104720705,0.05643070104720705
Bwd IAT Mean,RST Flag Cnt,0.0562596950038766,0.0562596950038766
Bwd IAT Mean,ECE Flag Cnt,0.05625609902838213,0.05625609902838213
Bwd Pkt Len Min,SYN Flag Cnt,-0.055870475182473595,0.055870475182473595
Bwd Pkt Len Min,Fwd PSH Flags,-0.055870475182473595,0.055870475182473595
Active Max,Idle Mean,0.055783208567335145,0.055783208567335145
Flow Byts/s,ACK Flag Cnt,0.055599269812111544,0.055599269812111544
Flow IAT Min,Bwd IAT Max,-0.05538848046542523,0.05538848046542523
Flow Pkts/s,Fwd IAT Mean,-0.05521100221610228,0.05521100221610228
Flow Pkts/s,Fwd IAT Std,-0.055083353668835995,0.055083353668835995
Bwd Pkts/s,ACK Flag Cnt,-0.05506182879076108,0.05506182879076108
Flow IAT Min,Bwd IAT Std,-0.05501945573993817,0.05501945573993817
Flow IAT Mean,Flow IAT Std,0.05497849534480956,0.05497849534480956
TotLen Bwd Pkts,Fwd IAT Tot,0.05480435417448767,0.05480435417448767
Fwd IAT Tot,Subflow Bwd Byts,0.054803892215501505,0.054803892215501505
Dst Port,Fwd IAT Mean,0.05439890331305621,0.05439890331305621
Fwd IAT Min,Bwd IAT Std,-0.05438812234175411,0.05438812234175411
Fwd Pkts/s,Idle Max,-0.054280848415413384,0.054280848415413384
Tot Bwd Pkts,Fwd Header Len,0.0541495679242572,0.0541495679242572
Fwd Header Len,Subflow Bwd Pkts,0.0541495679242572,0.0541495679242572
Fwd Header Len,Bwd Header Len,0.054129644234106294,0.054129644234106294
Bwd Pkts/s,Idle Max,-0.054001074765652496,0.054001074765652496
Fwd IAT Tot,Fwd Header Len,0.05392238898583532,0.05392238898583532
Flow Duration,Fwd Header Len,0.053811491260788186,0.053811491260788186
Fwd Pkt Len Std,Bwd IAT Mean,0.053811034368647585,0.053811034368647585
Fwd Pkts/s,Idle Mean,-0.05368658178100983,0.05368658178100983
Fwd Header Len,Subflow Bwd Byts,0.053635338461500655,0.053635338461500655
TotLen Bwd Pkts,Fwd Header Len,0.053634598003055686,0.053634598003055686
Fwd IAT Std,Active Mean,0.05358415970382293,0.05358415970382293
Bwd IAT Tot,URG Flag Cnt,-0.05353151615704678,0.05353151615704678
Flow Duration,Down/Up Ratio,-0.053439101096334644,0.053439101096334644
Flow IAT Std,Src Port,0.05343059571229355,0.05343059571229355
Bwd Pkts/s,Idle Mean,-0.05340989544106383,0.05340989544106383
Fwd IAT Max,Active Mean,0.05338497631157889,0.05338497631157889
TotLen Bwd Pkts,Bwd Pkt Len Max,0.05327942428747171,0.05327942428747171
Bwd Pkt Len Max,Subflow Bwd Byts,0.05327901565223792,0.05327901565223792
Fwd IAT Tot,Src Port,-0.05323921874463883,0.05323921874463883
Pkt Len Max,FIN Flag Cnt,-0.05281225090822081,0.05281225090822081
Bwd Pkt Len Min,Fwd Seg Size Avg,-0.05279806354109616,0.05279806354109616
Fwd Pkt Len Mean,Bwd Pkt Len Min,-0.05279806354109614,0.05279806354109614
Bwd IAT Tot,Active Std,0.052740663967355224,0.052740663967355224
Fwd Pkts/s,Idle Min,-0.05252059129050176,0.05252059129050176
Flow Pkts/s,Bwd IAT Max,-0.05246519059176486,0.05246519059176486
Flow IAT Mean,Bwd IAT Min,0.05233424878002264,0.05233424878002264
Pkt Len Mean,FIN Flag Cnt,-0.05232997480894837,0.05232997480894837
Bwd Pkts/s,Idle Min,-0.05224994132055608,0.05224994132055608
Bwd IAT Tot,Fwd Pkts/s,-0.052231587279025486,0.052231587279025486
Idle Std,Idle Min,0.05222473827334319,0.05222473827334319
Active Mean,Idle Mean,0.05216630741405686,0.05216630741405686
Flow Pkts/s,Bwd IAT Std,-0.052064088802951936,0.052064088802951936
Bwd IAT Tot,Bwd Pkts/s,-0.05196147525792238,0.05196147525792238
Pkt Len Std,FIN Flag Cnt,-0.051843171709638106,0.051843171709638106
TotLen Bwd Pkts,Bwd IAT Max,0.05146260699776788,0.05146260699776788
Bwd IAT Max,Subflow Bwd Byts,0.051461751344992895,0.051461751344992895
Fwd PSH Flags,Idle Max,0.0513045818539901,0.0513045818539901
SYN Flag Cnt,Idle Max,0.0513045818539901,0.0513045818539901
Fwd Seg Size Min,Active Min,-0.05126023703680305,0.05126023703680305
Flow Pkts/s,Flow IAT Mean,-0.05118443606190874,0.05118443606190874
URG Flag Cnt,Idle Mean,-0.05086627217810545,0.05086627217810545
Fwd IAT Tot,Subflow Fwd Byts,0.05084994419003289,0.05084994419003289
TotLen Fwd Pkts,Fwd IAT Tot,0.05084994419003289,0.05084994419003289
Bwd IAT Max,Active Max,0.050644612024401126,0.050644612024401126
Flow Duration,TotLen Fwd Pkts,0.050556386090469106,0.050556386090469106
Flow Duration,Subflow Fwd Byts,0.050556386090469106,0.050556386090469106
Fwd IAT Std,Active Std,0.050554205772011085,0.050554205772011085
URG Flag Cnt,Idle Min,-0.05050958573051976,0.05050958573051976
Flow Duration,Src Port,-0.05047831588463433,0.05047831588463433
Bwd IAT Max,Down/Up Ratio,0.05042654378166452,0.05042654378166452
Fwd IAT Max,Active Std,0.050268624131704145,0.050268624131704145
URG Flag Cnt,Idle Max,-0.05023908519934022,0.05023908519934022
TotLen Bwd Pkts,Pkt Len Max,0.05000732187693052,0.05000732187693052
Pkt Len Max,Subflow Bwd Byts,0.050006937530931245,0.050006937530931245
Tot Fwd Pkts,Fwd IAT Tot,0.049780870383730524,0.049780870383730524
Fwd IAT Tot,Subflow Fwd Pkts,0.049780870383730524,0.049780870383730524
Fwd Pkt Len Max,Bwd Header Len,0.049755915809039035,0.049755915809039035
Flow IAT Max,Active Std,0.04966902584203592,0.04966902584203592
Pkt Size Avg,Fwd Seg Size Min,-0.04953015229178666,0.04953015229178666
Flow Duration,Subflow Fwd Pkts,0.04949902938485086,0.04949902938485086
Flow Duration,Tot Fwd Pkts,0.04949902938485086,0.04949902938485086
Flow IAT Std,Active Std,0.049320226704404925,0.049320226704404925
Flow IAT Std,Fwd Pkts/s,-0.04915513106308342,0.04915513106308342
Flow IAT Std,Bwd Pkts/s,-0.04890168200418572,0.04890168200418572
Bwd Pkt Len Max,FIN Flag Cnt,-0.04881119539245709,0.04881119539245709
Active Min,Idle Max,0.04879546371421589,0.04879546371421589
Bwd IAT Mean,Fwd Seg Size Min,0.04857173453387622,0.04857173453387622
Fwd PSH Flags,Idle Mean,0.04852081830659865,0.04852081830659865
SYN Flag Cnt,Idle Mean,0.04852081830659865,0.04852081830659865
Fwd IAT Min,Bwd IAT Tot,-0.0483534763892119,0.0483534763892119
Fwd IAT Mean,URG Flag Cnt,-0.048304297043429145,0.048304297043429145
FIN Flag Cnt,Bwd Seg Size Avg,-0.04803022810594177,0.04803022810594177
Bwd Pkt Len Mean,FIN Flag Cnt,-0.04803022810594177,0.04803022810594177
Flow IAT Std,Init Bwd Win Byts,-0.04794876796851572,0.04794876796851572
Fwd IAT Mean,Bwd IAT Std,0.04787738207167417,0.04787738207167417
Fwd IAT Mean,Fwd Pkts/s,-0.04771495171283943,0.04771495171283943
Fwd IAT Tot,Fwd Act Data Pkts,0.0477079980887574,0.0477079980887574
Fwd IAT Std,Fwd Pkts/s,-0.04760485983013905,0.04760485983013905
Fwd IAT Mean,Bwd Pkts/s,-0.04746953611651894,0.04746953611651894
Flow Pkts/s,URG Flag Cnt,0.047396167942154004,0.047396167942154004
Flow Duration,Fwd Act Data Pkts,0.04736316822238413,0.04736316822238413
Fwd IAT Std,Bwd Pkts/s,-0.047359432837654036,0.047359432837654036
Fwd Pkt Len Max,FIN Flag Cnt,-0.04677469724588237,0.04677469724588237
Pkt Len Min,Idle Std,0.046681101618979724,0.046681101618979724
Bwd IAT Min,Idle Std,0.046607815460258564,0.046607815460258564
Flow IAT Mean,Bwd IAT Mean,0.0461942217343535,0.0461942217343535
Flow IAT Std,Active Min,0.046160299441912495,0.046160299441912495
Protocol,Idle Std,-0.04585227600011764,0.04585227600011764
Fwd Pkt Len Max,Idle Std,0.04584731653746858,0.04584731653746858
Flow Pkts/s,Fwd IAT Min,-0.04571558413096944,0.04571558413096944
Flow IAT Mean,URG Flag Cnt,-0.04555696715342174,0.04555696715342174
Bwd IAT Max,Fwd Pkts/s,-0.04534329166338753,0.04534329166338753
Bwd IAT Max,Bwd Pkts/s,-0.0451086897765228,0.0451086897765228
Bwd IAT Std,Fwd Pkts/s,-0.04499660058288878,0.04499660058288878
Flow Pkts/s,PSH Flag Cnt,0.04499107293351034,0.04499107293351034
SYN Flag Cnt,Idle Min,0.044958805714973925,0.044958805714973925
Fwd PSH Flags,Idle Min,0.044958805714973925,0.044958805714973925
Flow Pkts/s,Flow IAT Min,-0.04493009264382402,0.04493009264382402
Bwd IAT Std,Bwd Pkts/s,-0.0447643177427139,0.0447643177427139
Tot Bwd Pkts,Fwd Pkt Len Max,0.04462894971202835,0.04462894971202835
Fwd Pkt Len Max,Subflow Bwd Pkts,0.04462894971202835,0.04462894971202835
Flow Pkts/s,Init Fwd Win Byts,0.044259848432958826,0.044259848432958826
Flow IAT Mean,Fwd Pkts/s,-0.044236383071800715,0.044236383071800715
Bwd Pkt Len Std,FIN Flag Cnt,-0.0441115176775531,0.0441115176775531
Pkt Size Avg,Init Fwd Win Byts,0.04403087057892525,0.04403087057892525
Flow IAT Mean,Bwd Pkts/s,-0.04400881481844073,0.04400881481844073
Bwd IAT Std,Active Max,0.04389131463282725,0.04389131463282725
Bwd IAT Tot,Init Bwd Win Byts,-0.04358424322550132,0.04358424322550132
PSH Flag Cnt,Idle Std,0.04350658430235857,0.04350658430235857
Flow IAT Min,Fwd PSH Flags,-0.04347031331119695,0.04347031331119695
Flow IAT Min,SYN Flag Cnt,-0.04347031331119695,0.04347031331119695
Bwd IAT Max,Active Mean,0.04335620640039905,0.04335620640039905
Fwd Pkt Len Min,Idle Std,0.043188704816182734,0.043188704816182734
URG Flag Cnt,Init Bwd Win Byts,-0.04294271885327493,0.04294271885327493
Fwd IAT Min,URG Flag Cnt,-0.042681380968422895,0.042681380968422895
Bwd Header Len,PSH Flag Cnt,0.04259849876109871,0.04259849876109871
Bwd IAT Tot,Active Mean,0.04253046767507005,0.04253046767507005
Active Std,Idle Mean,0.04240858932155904,0.04240858932155904
Fwd Pkt Len Std,FIN Flag Cnt,-0.04237122572147789,0.04237122572147789
Flow IAT Max,Active Min,0.042363917150061596,0.042363917150061596
Flow IAT Min,URG Flag Cnt,-0.0419365609905515,0.0419365609905515
Bwd Header Len,Active Max,0.0418413667782841,0.0418413667782841
Active Max,Idle Min,0.04174296058016846,0.04174296058016846
Subflow Bwd Pkts,Active Max,0.04157597727748706,0.04157597727748706
Tot Bwd Pkts,Active Max,0.04157597727748706,0.04157597727748706
Flow IAT Min,Bwd IAT Mean,-0.04149433153411725,0.04149433153411725
ACK Flag Cnt,Active Max,-0.041449665902505345,0.041449665902505345
Flow IAT Std,Init Fwd Win Byts,-0.04111036950943523,0.04111036950943523
Active Min,Idle Mean,0.040851956230530895,0.040851956230530895
Bwd Pkt Len Min,Idle Std,-0.04070221098087056,0.04070221098087056
Active Mean,Idle Min,0.04057666265357741,0.04057666265357741
CWE Flag Count,Fwd Seg Size Min,0.040368531171844475,0.040368531171844475
Fwd URG Flags,Fwd Seg Size Min,0.040368531171844475,0.040368531171844475
Protocol,FIN Flag Cnt,-0.04014756970947952,0.04014756970947952
Bwd Pkt Len Max,Flow Byts/s,-0.040091299143692465,0.040091299143692465
Bwd Pkt Len Std,Bwd Header Len,0.03995191743583647,0.03995191743583647
Fwd IAT Std,ACK Flag Cnt,-0.03989225060477454,0.03989225060477454
Bwd Pkt Len Min,Bwd Seg Size Avg,0.039889228152722854,0.039889228152722854
Bwd Pkt Len Min,Bwd Pkt Len Mean,0.03988922815272284,0.03988922815272284
Bwd Header Len,Idle Std,0.039671959631772134,0.039671959631772134
Fwd IAT Min,Fwd Pkts/s,-0.039511290344782256,0.039511290344782256
Flow Pkts/s,Bwd IAT Mean,-0.03939710616041392,0.03939710616041392
Subflow Bwd Pkts,Idle Std,0.03935993428181475,0.03935993428181475
Tot Bwd Pkts,Idle Std,0.03935993428181475,0.03935993428181475
Fwd IAT Min,Bwd Pkts/s,-0.03930816242624643,0.03930816242624643
Fwd IAT Std,Active Min,0.039137933021151226,0.039137933021151226
Flow Byts/s,PSH Flag Cnt,-0.03909017472775414,0.03909017472775414
FIN Flag Cnt,Init Fwd Win Byts,-0.03906613511072129,0.03906613511072129
Bwd IAT Mean,Src Port,0.03902866362648091,0.03902866362648091
SYN Flag Cnt,Idle Std,0.03884755495452549,0.03884755495452549
Fwd PSH Flags,Idle Std,0.03884755495452549,0.03884755495452549
Flow IAT Min,Fwd Pkts/s,-0.03883261221677878,0.03883261221677878
Flow IAT Min,Bwd Pkts/s,-0.03863290379205005,0.03863290379205005
Bwd Pkt Len Min,Active Max,-0.03837093456977448,0.03837093456977448
Fwd Pkt Len Std,Idle Min,-0.038322989613310494,0.038322989613310494
Bwd IAT Max,Active Std,0.038314945249285574,0.038314945249285574
TotLen Bwd Pkts,Active Max,0.03820145294505148,0.03820145294505148
Subflow Bwd Byts,Active Max,0.03820088773738359,0.03820088773738359
Fwd IAT Max,Active Min,0.03801911453265804,0.03801911453265804
Bwd Pkt Len Std,Bwd IAT Min,-0.03793233363380224,0.03793233363380224
Fwd IAT Max,SYN Flag Cnt,0.037628039791953484,0.037628039791953484
Fwd IAT Max,Fwd PSH Flags,0.037628039791953484,0.037628039791953484
PSH Flag Cnt,Subflow Bwd Pkts,0.03747226033879865,0.03747226033879865
Tot Bwd Pkts,PSH Flag Cnt,0.03747226033879865,0.03747226033879865
Dst Port,Pkt Len Var,-0.03724257456824564,0.03724257456824564
Bwd Pkt Len Min,FIN Flag Cnt,-0.03720219272465792,0.03720219272465792
Bwd Header Len,Idle Max,0.0370116084879554,0.0370116084879554
Fwd IAT Min,Fwd PSH Flags,-0.03668443742884804,0.03668443742884804
Fwd IAT Min,SYN Flag Cnt,-0.03668443742884804,0.03668443742884804
Bwd IAT Min,PSH Flag Cnt,-0.03661177161043683,0.03661177161043683
Pkt Len Var,FIN Flag Cnt,-0.03644086732130001,0.03644086732130001
Subflow Bwd Pkts,Idle Max,0.036345257367887435,0.036345257367887435
Tot Bwd Pkts,Idle Max,0.036345257367887435,0.036345257367887435
Fwd IAT Std,Init Bwd Win Byts,-0.03616944316815347,0.03616944316815347
Fwd IAT Std,Init Fwd Win Byts,-0.036027914972883844,0.036027914972883844
Flow IAT Max,SYN Flag Cnt,0.035521241500422095,0.035521241500422095
Flow IAT Max,Fwd PSH Flags,0.035521241500422095,0.035521241500422095
Protocol,Bwd IAT Min,-0.035469807083875406,0.035469807083875406
Fwd Pkt Len Std,Idle Mean,-0.03520445757638581,0.03520445757638581
ACK Flag Cnt,Active Mean,-0.03513292652336179,0.03513292652336179
Bwd IAT Max,URG Flag Cnt,-0.035020423779229606,0.035020423779229606
Bwd Pkt Len Std,Subflow Bwd Pkts,0.034961911382739214,0.034961911382739214
Tot Bwd Pkts,Bwd Pkt Len Std,0.034961911382739214,0.034961911382739214
Bwd Pkt Len Std,Flow Byts/s,-0.03495426812958185,0.03495426812958185
Bwd IAT Std,Active Std,0.034947769898241866,0.034947769898241866
Bwd IAT Tot,Down/Up Ratio,0.03476679657933056,0.03476679657933056
Bwd IAT Min,Pkt Len Max,-0.034513844886017025,0.034513844886017025
Pkt Len Min,FIN Flag Cnt,-0.03448228524223348,0.03448228524223348
Bwd Header Len,Idle Mean,0.03444411966702963,0.03444411966702963
FIN Flag Cnt,ECE Flag Cnt,-0.03441215501392919,0.03441215501392919
FIN Flag Cnt,RST Flag Cnt,-0.03441148406190378,0.03441148406190378
ACK Flag Cnt,Active Std,-0.03414053529975489,0.03414053529975489
Active Min,Idle Min,0.034093888526904106,0.034093888526904106
Bwd IAT Mean,Fwd Pkts/s,-0.03405175097975126,0.03405175097975126
Bwd Pkt Len Min,Active Mean,-0.03397266864321603,0.03397266864321603
Bwd IAT Mean,Bwd Pkts/s,-0.033876125910794454,0.033876125910794454
Subflow Bwd Pkts,Idle Mean,0.03377907853784227,0.03377907853784227
Tot Bwd Pkts,Idle Mean,0.03377907853784227,0.03377907853784227
Bwd IAT Std,Active Mean,0.03373959078831964,0.03373959078831964
Dst Port,Active Max,-0.03364102648338589,0.03364102648338589
Flow IAT Max,Bwd Header Len,0.03347488575445669,0.03347488575445669
Flow IAT Std,URG Flag Cnt,-0.03342946189700667,0.03342946189700667
TotLen Bwd Pkts,Idle Std,0.03340444839538457,0.03340444839538457
Subflow Bwd Byts,Idle Std,0.03340390558728788,0.03340390558728788
Bwd IAT Max,Active Min,0.03319097761694617,0.03319097761694617
Fwd Pkt Len Std,Idle Max,-0.03318789552242637,0.03318789552242637
Flow IAT Max,Subflow Bwd Pkts,0.03282196658721457,0.03282196658721457
Tot Bwd Pkts,Flow IAT Max,0.03282196658721457,0.03282196658721457
Flow Byts/s,Pkt Len Max,-0.03271063760172425,0.03271063760172425
Protocol,Bwd Pkt Len Mean,-0.032646082969827295,0.032646082969827295
Protocol,Bwd Seg Size Avg,-0.03264608296982727,0.03264608296982727
Dst Port,Bwd IAT Min,-0.032633586321356454,0.032633586321356454
Fwd Pkt Len Min,FIN Flag Cnt,-0.03259522939220822,0.03259522939220822
Flow Pkts/s,Down/Up Ratio,0.032314411596281935,0.032314411596281935
Bwd IAT Max,Init Bwd Win Byts,-0.03218168557371995,0.03218168557371995
Bwd IAT Tot,Fwd PSH Flags,0.032173848363934464,0.032173848363934464
Bwd IAT Tot,SYN Flag Cnt,0.032173848363934464,0.032173848363934464
Dst Port,Idle Std,-0.03209135196589006,0.03209135196589006
Dst Port,Pkt Len Std,-0.03194040296375862,0.03194040296375862
Flow IAT Std,ACK Flag Cnt,-0.03193272343553666,0.03193272343553666
Bwd IAT Min,Pkt Len Var,-0.031812476567884836,0.031812476567884836
Bwd Pkt Len Mean,Flow Byts/s,-0.03177565634083543,0.03177565634083543
Flow Byts/s,Bwd Seg Size Avg,-0.03177565634083543,0.03177565634083543
Bwd Pkt Len Max,Bwd IAT Min,-0.031606611549317015,0.031606611549317015
Bwd IAT Mean,Init Fwd Win Byts,-0.03130721488731401,0.03130721488731401
Bwd IAT Std,Down/Up Ratio,0.03125879568850181,0.03125879568850181
Bwd Header Len,Idle Min,0.03111136446868829,0.03111136446868829
Bwd IAT Min,Pkt Len Std,-0.03094288375116408,0.03094288375116408
Bwd Header Len,Active Mean,0.03072401696335283,0.03072401696335283
Tot Bwd Pkts,Active Mean,0.030715483852207494,0.030715483852207494
Subflow Bwd Pkts,Active Mean,0.030715483852207494,0.030715483852207494
RST Flag Cnt,Down/Up Ratio,-0.030692462167013997,0.030692462167013997
ECE Flag Cnt,Down/Up Ratio,-0.030683001401567444,0.030683001401567444
Subflow Bwd Pkts,Idle Min,0.030524413870268774,0.030524413870268774
Tot Bwd Pkts,Idle Min,0.030524413870268774,0.030524413870268774
Subflow Bwd Byts,Idle Max,0.030370474041240374,0.030370474041240374
TotLen Bwd Pkts,Idle Max,0.030370123240894796,0.030370123240894796
Flow Duration,Flow Byts/s,-0.030097122845931794,0.030097122845931794
Fwd IAT Std,URG Flag Cnt,-0.03002684025720303,0.03002684025720303
Bwd IAT Tot,Active Min,0.029480018852936052,0.029480018852936052
Flow Byts/s,Fwd IAT Tot,-0.02945641760397845,0.02945641760397845
Bwd Pkt Len Std,Down/Up Ratio,-0.029448757777033794,0.029448757777033794
Bwd IAT Min,ECE Flag Cnt,-0.02938628433959014,0.02938628433959014
Bwd IAT Min,RST Flag Cnt,-0.02938549895801566,0.02938549895801566
Init Bwd Win Byts,Idle Std,-0.029135421506269642,0.029135421506269642
ACK Flag Cnt,Idle Std,-0.029033342815908313,0.029033342815908313
Active Std,Idle Min,0.028686222189078774,0.028686222189078774
